Эмитент,Дата начала размещения,Статус,"Состояние бумаги, eng.",Ломбардный список БР,Isin,Код НРД,Гос. рег. номер,"Номер гос. рег., НРД",Наименование,CFI,Страна заемщика,Сектор заемщика,Страна эмиссии,Страна эмитента,Регион эмитента,Сектор эмитента,Эмитент: реестр МСП,Страна риска,"Дюрация, лет","Дюрация модиф., лет",Дата ближ. возм. погаш.,Дата погашения,Дата ближ. оферты,Дата окончания размещения,Дата регистрации,Дата гос. рег-ции/присвоения,Срок обращения,Дата начала 1-го купона,Дата ближ. купона,Дата ближ. объявления неизв. купона,"Доходность эффект., %","Доходность средневзв., %","НКД, в вал. ном.",Z-спред,Номинал,"Цена, %","Объем эмиссии, шт.","Заявл. объем эмиссии, в вал. ном.","Объем в обращении, в вал. ном",Дневной оборот на МБ,Средний дневной оборот за мес.,Объем торгов,Объем торгов за 2 дня,Объем торгов за 5 дней,Объем торгов за 10 дней,Объем торгов за месяц,Кол-во сделок,Кол-во сделок за 2 дня,Кол-во сделок за 5 дней,Кол-во сделок за 10 дней,Кол-во сделок за месяц,Кол-во дней со сделками за 2 дня,Кол-во дней со сделками за 5 дней,Кол-во дней со сделками за 10 дней,Кол-во дней со сделками за месяц,Тип купона,"Ставка купона, %",Кол-во купонов в год,Валюта номинала,Тип облигации,Вид облигации,Для неквал. инвесторов,"Форма выпуска, eng",Способ размещения,Тип по классиф. БР,Вид залога,Структурированность,Субординированность,Гос. гарантия,Индексируемость номинала,Амортизируемость,Конвертация,Вид обеспечения,Старшинство секьюритизации,Закрытая подписка,"Тип бумаги (МСП, Корп., Гос.)",Сектор повышенного инвест. риска,Сектор роста,Класс эмитента по выручке,Рейтинг агрег. Эксперт РА,Рейтинг эмиссии Эксперт РА,Рейтинг агрег. АКРА,Рейтинг эмиссии АКРА,target,not_isin,cnt_bonds,fininstId,inn,ogrn,Encumbrance
Сибэнергомаш-БКЗ,2022-02-17,В обращении,In placement,0.0,RU000A104K37,RU000A104K37,4-01-00604-R,4-01-00604-R,Сибэнергомаш-БКЗ-01-об,DBFUFB,RU,Машиностроение,RU,RU,Алтайский край,Машиностроение,,RU,1.7096,1.4769,2025-02-13,2025-02-13,,2024-02-17,2021-12-03,2021-12-03,Краткосрочные,,2023-05-18,,15.7586,15.8123,7.81,0.0,1000.0,100.15,300000,300000000.0,224060000.0,3068075.0,2158604.0,3068074.8,6637982.5,15328677.6,22665036.8,41013485.5,135.0,268.0,563.0,948.0,1650.0,2.0,5.0,10.0,19.0,Постоянный,15.0,4.0,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,M,НЕТ,НЕТ,Средний,,,BB(RU),,0,0,1,1247,2224173758,1152224002853,1
Синара-Транспорт.Машины,2022-12-16,В обращении,Placed,0.0,RU000A105M91,RU000A105M91,4B02-03-55323-E-001P,4B02-03-55323-E-001P,СТМ-001Р-03,DBVUFB,RU,Машиностроение,RU,RU,Свердловская область,Машиностроение,,RU,2.3562,2.1239,2025-12-12,2027-12-10,2025-12-17,2022-12-16,2022-11-15,2022-11-15,Среднесрочные,,2023-03-17,,10.9354,11.1289,25.52,0.0,1000.0,102.34,10000000,10000000000.0,10000000000.0,1563299.0,1818560.0,1563298.8,6674796.7,9497615.2,15230285.4,34552650.0,125.0,225.0,356.0,742.0,1452.0,2.0,5.0,10.0,19.0,Переменный,11.5,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,ruA,ruA,A(RU),,0,0,3,27485,6672241304,1076672030820,1
Система АФК,2022-12-07,В обращении,Placed,0.0,RU000A105L27,RU000A105L27,4B02-24-01669-A-001P,4B02-24-01669-A-001P,СистемаАФК-1Р-24-боб,DBVUFB,RU,Телекоммуникации,RU,RU,г.Москва,Телекоммуникации,,RU,2.3753,2.1493,2025-12-03,2032-11-24,2025-12-08,2022-12-07,2021-12-24,2021-12-24,Долгосрочные,,2023-03-09,,10.517,10.5307,24.66,1.988,1000.0,99.7,10000000,10000000000.0,10000000000.0,5550735.0,3190762.0,5550734.7,6488160.3,18817859.4,36761391.3,60624478.7,147.0,223.0,438.0,677.0,1661.0,2.0,5.0,10.0,19.0,Переменный,10.0,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,ruAA-,ruAA-,,,0,0,23,21285,7703104630,1027700003891,0
Система ГрузоВИГ,2021-12-20,В обращении,Placed,0.0,RU000A104AC2,RU000A104AC2,4CDE-04-00018-L,4CDE-04-00018-L,Система ГрузоВИГ-КО-04,DBFUFB,RU,Транспорт,RU,RU,г.Москва,Транспорт,Микропредприятие,RU,,,2024-12-04,2024-12-04,,2022-01-19,2021-12-16,2021-12-16,Краткосрочные,,2023-03-15,,,,,,1000.0,,100000,100000000.0,100000000.0,,,,,,,,,,,,,,,,,Постоянный,15.0,12.0,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,M,НЕТ,НЕТ,Малый,,,,,0,0,3,18304,7731077555,1157746031596,0
Системы безопасности,2017-08-10,Дефолт,Placed,0.0,RU000A0JXYR1,RU000A0JXYR1,4-01-00323-R,4-01-00323-R,Системы безопасности-1-об,DBFUFB,RU,Машиностроение,RU,RU,г.Москва,Машиностроение,,RU,,,2021-08-25,2021-08-25,,2017-08-17,2017-04-10,2017-04-10,Среднесрочные,,,,,,,,1000.0,,2625000,2625000000.0,2100000000.0,,,,,,,,,,,,,,,,,Постоянный,0.0,2.0,RUB,Корп,Классические,Нет,bearer,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,1,M,НЕТ,НЕТ,Малый,,,,,1,0,1,27652,7705875903,5137746188949,0
Ситиматик,2018-04-12,В обращении,Placed,0.0,RU000A0ZZ2W9,RU000A0ZZ2W9,4B02-02-76600-H,4B02-02-76600-H,Ситиматик-БО-02-боб,DBVUFB,RU,ЖКХ,RU,RU,г.Москва,ЖКХ,,RU,5.0822,,2020-12-29,2036-12-20,,2018-04-23,2017-11-24,2017-11-24,Долгосрочные,,2023-10-11,2035-10-01 00:00:00,,,,,1000.0,,1750000,1750000000.0,1750000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Плавающий,9.0,1.0,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,ДА,НЕТ,Средний,,,,,0,0,4,29350,7725727149,1117746488232,1
Ситиматик-НН,2012-06-27,В обращении,Placed,0.0,RU000A0JS9X1,RU000A0JS9X1,4-01-20453-P,4-01-20453-P,Ситиматик-НН-1-об,DBVUFB,RU,ЖКХ,RU,RU,Нижегородская область,ЖКХ,,RU,6.0521,,2036-04-07,2036-12-20,2032-04-08,2012-06-27,2012-03-20,2012-03-20,Долгосрочные,,2023-04-11,,,,,0.0,1000.0,,1150000,1150000000.0,1150000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Плавающий,15.0,1.0,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,Концессионные,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Средний,,,,,0,0,1,28826,5260278039,1105260006301,1
Ситиматик-Югра,2018-12-19,В обращении,Placed,0.0,RU000A0ZZYS0,RU000A0ZZYS0,4-01-00428-R,4-01-00428-R,Ситиматик-Югра-01,DBVXFB,RU,ЖКХ,RU,RU,Тюменская область,ЖКХ,,RU,5.789,,2036-12-20,2036-12-20,,2018-12-19,2018-11-22,2018-11-22,Долгосрочные,,2023-06-19,2036-06-06 00:00:00,17.5017,,,,1000.0,,1100000,1100000000.0,1100000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Плавающий,10.0,1.0,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,Концессионные+Зеленые,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Малый,,,,,0,0,1,25383,8601064050,1178617001210,1
Славнефть НГК,2022-06-24,В обращении,Placed,1.0,RU000A104WF9,RU000A104WF9,4B02-04-00221-A-002P,4B02-04-00221-A-002P,Славнефть НГК-002Р-04,DBVUFB,RU,Нефтегазовый,RU,RU,г.Москва,Нефтегазовый,,RU,2.0356,1.8662,2025-06-20,2032-06-11,2025-06-25,2022-06-24,2022-06-20,2022-06-20,Долгосрочные,,2023-03-24,,9.081,8.9077,20.58,0.0,1000.0,102.8,10000000,10000000000.0,10000000000.0,106238.0,23562386.0,106237.5,210555.0,63470397.5,218558311.2,447685349.1,16.0,24.0,121.0,198.0,607.0,2.0,5.0,10.0,19.0,Переменный,10.15,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,ruAA,ruAA,,,0,0,7,7264,7707017509,1027739026270,0
Славянск ЭКО,2021-10-19,В обращении,Placed,0.0,RU000A103WB0,RU000A103WB0,4B02-01-00039-L-001P,4B02-01-00039-L-001P,Славянск ЭКО-001Р-01,DBVUFB,RU,Нефтегазовый,RU,RU,Краснодарский край,Нефтегазовый,,RU,1.474,1.2802,2024-10-15,2026-10-13,2024-10-18,2021-10-19,2021-09-30,2021-09-30,Среднесрочные,,2023-04-18,,15.1347,15.1347,14.77,0.0,1000.0,95.25,3000000,3000000000.0,3000000000.0,358151.0,735761.0,358150.8,1222007.2,3936348.7,7744335.5,13979469.0,74.0,150.0,389.0,666.0,1263.0,2.0,5.0,10.0,19.0,Переменный,11.0,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,,,BBB(RU),,0,0,1,17814,2370000496,1112370000753,1
Соби-Лизинг,2022-11-01,В обращении,Placed,0.0,RU000A105CL6,RU000A105CL6,4B02-01-00632-R-001P,4B02-01-00632-R-001P,Соби-Лизинг-001P-01,DBFUFB,RU,Фин.сервис - Лизинг,RU,RU,Краснодарский край,Фин.сервис - Лизинг,Среднее предприятие,RU,1.1918,1.0287,2025-10-16,2025-10-16,,2023-02-09,2022-02-14,2022-02-14,Краткосрочные,,2023-03-31,,15.8575,16.1937,2.55,0.0,1000.0,101.41,100000,100000000.0,97000000.0,761666.0,2888506.0,761666.48,1102817.38,4763480.57,8883585.61,54881621.51,115.0,181.0,629.0,1215.0,3028.0,2.0,5.0,10.0,19.0,Постоянный,16.0,12.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Средний,ruBB,,,,0,0,1,16754,2311127765,1102311005444,1
Совкомбанк,2022-08-08,В обращении,Placed,0.0,RU000A1052C7,RU000A1052C7,4-15-00963-B,4-15-00963-B,Совкомбанк-Т2-01-об,DBFUFB,RU,Банки,RU,RU,Костромская область,Банки,,RU,,,2031-01-27,2031-01-27,,2022-11-25,2022-05-17,2022-05-17,Долгосрочные,,2023-08-07,,,,,,200000.0,,3000,600000000.0,163600000.0,,,,,,,,,,,,,,,,,Постоянный,6.5,2.0,USD,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации кредитных организаций-резидентов,,Замещающие,1.0,НЕТ,НЕТ,0,0,Необеспеченные,326,1,C,НЕТ,НЕТ,,,,,,0,0,7,21543,4401116480,1144400000425,1
Совкомбанк Лизинг,2021-11-22,В обращении,Placed,0.0,RU000A104388,RU000A104388,4B02-05-00303-R-001P,4B02-05-00303-R-001P,Совкомбанк Лизинг-БО-П05,DBFUFB,RU,Фин.сервис - Лизинг,RU,RU,г.Москва,Фин.сервис - Лизинг,,RU,1.4959,,2025-05-19,2025-05-19,,2021-11-22,2021-11-18,2021-11-18,Среднесрочные,,2023-05-22,,47.0214,,,0.0,1000.0,,4500000,4500000000.0,4500000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Постоянный,9.25,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,ruAA-,ruAA-,A+(RU),,0,0,4,30063,7709780434,1087746253781,0
Солид-Лизинг,2022-12-23,В обращении,In placement,0.0,RU000A105P07,RU000A105P07,4B02-07-00330-R-001P,4B02-07-00330-R-001P,Солид-Лизинг-БО-001Р-07,DBFUFB,RU,Фин.сервис - Лизинг,RU,RU,г.Москва,Фин.сервис - Лизинг,Малое предприятие,RU,1.8247,1.5797,2025-12-07,2025-12-07,,2023-04-17,2022-12-13,2022-12-13,Краткосрочные,,2023-03-23,,15.504,15.5103,5.56,,1000.0,100.0,300000,300000000.0,140339000.0,837888.0,536588.0,837887.6,2855469.6,5162996.8,6869872.1,10195178.6,41.0,90.0,196.0,341.0,569.0,2.0,5.0,10.0,19.0,Постоянный,14.5,12.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,ДА,НЕТ,Малый,,,,,0,0,8,27345,7714582540,1047796977392,0
Солид-товарные рынки,2019-03-12,В обращении,Placed,0.0,RU000A100600,RU000A100600,4CDE-01-15128-A-001P,4CDE-01-15128-A-001P,СолидТоварныеРынки-КО-001,DBVUFB,RU,"Фин.сервис - ИК, ФК",RU,RU,г.Москва,"Фин.сервис - ИК, ФК",,RU,,,2023-06-06,2024-03-05,2023-03-13,2019-03-12,2019-02-27,2019-02-27,Среднесрочные,,2023-06-06,,,,,0.0,1000.0,,1500000,1500000000.0,1500000000.0,,,,,,,,,,,,,,,,,Переменный,12.5,4.0,RUB,Корп,Коммерческие,"Да, после тестирования",bearer,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,C,НЕТ,НЕТ,Крупный,,,,,0,0,1,23737,7714877093,1127746504050,0
Солидарность КБ,2015-03-20,В обращении,Placed,1.0,RU000A0JVA77,RU000A0JVA77,4B020203344B,4B020203344B,Солидарность КБ-2-боб,DBVUFB,RU,Банки,RU,RU,Самарская область,Банки,,RU,0.5068,0.6588,2023-09-08,2025-03-07,2023-09-15,2015-03-20,2011-12-28,2011-12-28,Долгосрочные,,2023-03-10,,23.7447,,21.26,0.0,1000.0,100.0,1500000,1500000000.0,1500000000.0,2863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Переменный,8.0,2.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации кредитных организаций-резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Микро,,,BB-(RU),,0,0,1,13323,6316028910,1026300001848,1
Соломенский лесозавод,2014-10-08,Дефолт,Redeemed,0.0,RU000A0JUVT9,RU000A0JUVT9,4-01-21996-J,4-01-21996-J,СоломЛесЗав-1-об,DBFUFB,RU,"Леспром, бумага",RU,RU,Республика Карелия,"Леспром, бумага",,RU,0.9123,,2021-09-29,2021-09-29,,2014-10-10,2014-08-26,2014-08-26,Среднесрочные,,,,,,,,1000.0,,3000000,3000000000.0,3000000000.0,,,,,,,,,,,,,,,,,Постоянный,0.0,2.0,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,,,,,1,0,1,29623,1040000104,1101001006259,0
СофтЛайн Трейд,2020-10-23,В обращении,Placed,0.0,RU000A1029T9,RU000A1029T9,4B02-04-45848-H-001P,4B02-04-45848-H-001P,СофтЛайн Трейд-001Р-04,DBFUFB,RU,Технологии,RU,RU,г.Москва,Технологии,,RU,0.7644,0.6926,2022-04-27,2023-12-23,,2020-10-23,2020-10-19,2020-10-19,Краткосрочные,,2023-03-27,,10.3698,10.5272,13.35,0.0,1000.0,99.17,4950000,4950000000.0,3712500000.0,1813468.0,2442049.0,1813467.95,3816639.15,12540854.17,24103137.55,46398945.99,165.0,402.0,937.0,1801.0,3393.0,2.0,5.0,10.0,19.0,Постоянный,8.9,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Оферта,416,0,C,НЕТ,НЕТ,Крупный,'ruBBB+,'ruBBB+,,,0,0,1,27046,7736227885,1027736009333,1
Спектр СмлОб,2016-03-11,Дефолт,Placed,0.0,RU000A0JW8G2,RU000A0JW8G2,4-01-36475-R,4-01-36475-R,СПЕКТР-1-об,DBVUFB,RU,Машиностроение,RU,RU,Смоленская область,Машиностроение,,RU,0.7041,,2026-03-12,2026-03-12,,2016-03-11,2015-06-02,2015-06-02,Долгосрочные,,2023-03-13,,,,,,1000.0,,3000000,3000000000.0,3000000000.0,,,,,,,,,,,,,,,,,Плавающий,0.0,1.0,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,,,,,,1,0,1,32062,6730064671,1066731107849,0
Статус ООО,2009-09-04,В обращении,,,,,4-01-28047-R,,Статус ООО-1-об,,RU,Технологии,RU,RU,Республика Татарстан,Технологии,Микропредприятие,RU,,,2034-09-04,2034-09-04,,2009-09-22,2009-09-03,,Долгосрочные,,,,,,,,1.0,,510,510.0,510.0,,,,,,,,,,,,,,,,,Дисконт,0.0,,RUB,Корп,Классические,"Да, после тестирования",,,,,,,НЕТ,НЕТ,0,0,Поручительство,416,1,M,НЕТ,НЕТ,Микро,,,,,0,1,1,31306,1644055995,1091644002416,0
Столица СахарКомпания,2021-10-27,Дефолт,In placement,0.0,RU000A103YA8,RU000A103YA8,4-01-00619-R,4-01-00619-R,Столица СахарКомпания-01,DBFUFB,RU,Ритейл,RU,RU,г.Москва,Ритейл,,RU,,,2024-10-23,2024-10-23,2024-10-23,2023-09-15,2021-09-15,2021-09-15,Краткосрочные,,2023-04-26,,,,,,1000.0,,50000,50000000.0,4850000.0,,,,,,,,,,,,,,,,,Постоянный,16.0,4.0,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Малый,,,,,1,0,1,15267,7713607489,1077746079124,1
СтройСитиТула,2022-06-03,В обращении,Placed,0.0,RU000A104UU2,RU000A104UU2,4CDE-01-00076-L,4CDE-01-00076-L,СтройСитиТула-КО-01,DBVGFB,RU,Строительство,RU,RU,Тульская область,Строительство,,RU,,,2029-08-23,2029-08-23,,2022-06-03,2022-05-23,2022-05-23,Долгосрочные,,2023-06-01,,,,,,10000.0,,26194,261940000.0,252198451.4,,,,,,,,,,,,,,,,,Переменный,0.0,4.0,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Поручительство,416,1,M,НЕТ,НЕТ,Малый,,,,,0,0,1,10369,7107548610,1147154011553,1
Структурные инвестиции 1,2016-06-03,В обращении,Placed,0.0,RU000A0JWJQ6,RU000A0JWJQ6,4-01-36451-R,4-01-36451-R,КСН СтрИнвестиц 1-1-об,DBFUFB,RU,Финанс.сервисы,RU,RU,г.Москва,Финанс.сервисы,,RU,3.0027,,2021-01-21,2023-09-01,,2016-06-03,2014-10-06,2014-10-06,Долгосрочные,,2023-09-01,,,,,,100000000.0,,100,10000000000.0,700000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Постоянный,0.01,1.0,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,Структурно-инвестиционные,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,,,,,0,0,1,29766,7743928024,1147746610725,0
Сфера финансов,2018-11-07,В обращении,Placed,0.0,RU000A0ZZS73,RU000A0ZZS73,4B02-03-00366-R-001P,4B02-03-00366-R-001P,Сфера финансов-01Р-03,DBVUFB,RU,,RU,RU,г.Москва,,Микропредприятие,RU,0.1973,0.1868,2023-05-18,2033-05-05,2023-05-23,2018-11-07,2018-10-25,2018-10-25,Долгосрочные,,2023-05-18,,7.3084,7.0474,20.9,0.0,1000.0,100.0,250000,250000000.0,250000000.0,2000.0,105.0,0.0,2000.0,2000.0,2000.0,2000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Переменный,7.0,2.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,,,,,,0,0,3,9322,9704154846,1227700471074,0
